Company,TypeName,Ram,Gpu,OpSys,Weight,Price,IPS,Touchscreen,4k,PPI,cpu_brand,HDD,SSD
DELL,Notebook,8,AMD,Windows,2.2,52480.8,No,No,No,141.21199808219862,Intel Core i7,2000,128
HP,Notebook,8,Intel,Windows,2.04,29783.52,No,Yes,No,100.45466986113651,Intel Core i5,10,0
ASUS,Gaming,16,Nvidia,Windows,3.6,159786.72,No,No,No,127.33567457123111,Intel Core i7,0,256
HP,Notebook,4,Intel,Windows,1.49,35964.0,Yes,No,No,165.6321180513006,Intel Core i5,500,0
APPLE,Ultrabook,8,Intel,Others,1.37,108691.2,Yes,No,No,226.98300468106115,Intel Core i5,0,512
DELL,2 in 1 Convertible,8,Intel,Windows,2.08,43636.32,Yes,Yes,No,141.21199808219862,Intel Core i7,10,0
ASUS,Gaming,16,Nvidia,Windows,4.3,95850.72,No,No,No,127.33567457123111,Intel Core i7,10,256
ASUS,Notebook,4,AMD,Windows,1.68,24988.32,No,No,No,100.45466986113651,AMD,10,0
LENOVO,2 in 1 Convertible,8,Intel,Windows,1.37,98514.72,Yes,Yes,No,158.48253022174808,Intel Core i7,0,512
ACER,Notebook,4,Nvidia,Windows,3.0,37402.56,Yes,No,No,127.33567457123111,Intel Core i3,0,256
DELL,Ultrabook,8,Intel,Windows,1.41,50562.72,No,No,No,165.6321180513006,Intel Core i5,0,256
HP,Notebook,8,AMD,Windows,1.91,23757.552,No,No,No,100.45466986113651,AMD,0,128
HP,Notebook,16,Nvidia,Windows,2.9,56423.52,Yes,No,No,127.33567457123111,Intel Core i7,10,0
MSI,Gaming,16,Nvidia,Windows,4.14,133146.72,No,No,No,127.33567457123111,Intel Core i7,10,512
LENOVO,2 in 1 Convertible,8,Nvidia,Windows,2.0,90522.72,Yes,Yes,No,141.21199808219862,Intel Core i7,0,512
DELL,Notebook,8,AMD,Windows,2.8,60845.76,No,No,No,127.33567457123111,Intel Core i7,10,128
LENOVO,Notebook,4,Intel,No OS,2.2,23656.32,No,No,No,141.21199808219862,Intel Core i3,0,256
HP,Notebook,4,Intel,Windows,2.1,38468.16,Yes,No,No,141.21199808219862,Intel Core i5,500,0
DELL,Notebook,4,Intel,Windows,2.18,35004.96,No,No,No,141.21199808219862,Intel Core i5,10,0
DELL,Notebook,8,AMD,Windows,2.24,30103.2,No,No,No,141.21199808219862,Intel Core i5,10,0
DELL,2 in 1 Convertible,8,Intel,Windows,2.67,42570.72,No,Yes,No,141.21199808219862,Intel Core i5,0,256
ASUS,2 in 1 Convertible,8,Intel,Windows,1.1,79866.72,No,Yes,No,165.6321180513006,Intel Core i7,0,1024
LENOVO,Notebook,4,Intel,No OS,2.2,24881.76,No,No,No,141.21199808219862,Intel Core i5,10,0
HP,Notebook,8,Nvidia,Windows,2.5,54239.04,No,No,No,127.33567457123111,Intel Core i7,10,0
LENOVO,Notebook,8,Intel,Windows,2.05,46886.4,No,No,No,141.21199808219862,Intel Core i7,0,256
APPLE,Ultrabook,8,Intel,Others,1.37,104370.192,Yes,No,No,226.98300468106115,Intel Core i5,0,512
ASUS,Gaming,16,AMD,Windows,3.2,82530.72,No,No,No,127.33567457123111,AMD,10,256
DELL,Notebook,8,AMD,Linux,2.14,39164.5296,No,No,No,141.21199808219862,Intel Core i7,0,256
LENOVO,2 in 1 Convertible,16,Intel,Windows,1.36,133146.72,No,Yes,No,209.8006828649808,Intel Core i7,0,512
TOSHIBA,Notebook,8,Nvidia,Windows,2.2,43263.36,No,No,No,100.45466986113651,Intel Core i7,500,0
DELL,Notebook,12,Intel,Windows,2.3,37992.3696,No,No,No,100.45466986113651,Intel Core i7,10,0
DELL,Notebook,8,AMD,Linux,2.8,58554.72,No,No,No,127.33567457123111,Intel Core i7,10,128
ACER,Notebook,8,Nvidia,Windows,2.2,39693.6,Yes,No,No,141.21199808219862,Intel Core i7,10,0
LENOVO,Notebook,4,Intel,Windows,2.8,26053.92,No,No,No,106.11306214269258,Intel Core i3,10,0
LENOVO,Notebook,8,Nvidia,No OS,2.8,45234.72,No,No,No,127.33567457123111,Intel Core i7,2000,0
LENOVO,Notebook,6,Nvidia,Windows,2.8,45767.52,No,No,No,106.11306214269258,Intel Core i7,10,128
DELL,Notebook,4,AMD,Linux,2.25,22803.84,No,No,No,141.21199808219862,Intel Core i3,10,0
LENOVO,Gaming,8,Nvidia,Windows,2.5,44169.12,Yes,No,No,141.21199808219862,Intel Core i5,0,256
LENOVO,Notebook,6,Intel,Windows,2.2,30849.12,No,No,No,141.21199808219862,Intel Core i5,0,256
ACER,Notebook,8,Nvidia,Windows,3.0,50669.28,Yes,No,No,141.21199808219862,Intel Core i7,0,256
ACER,Notebook,12,Intel,Windows,2.15,35111.52,Yes,Yes,No,141.21199808219862,Intel Core i7,10,0
LENOVO,Notebook,8,Intel,Windows,1.95,58448.16,Yes,No,No,141.21199808219862,Intel Core i7,0,256
ASUS,Ultrabook,8,Nvidia,Windows,1.7,52054.56,No,No,No,141.21199808219862,Intel Core i5,0,256
LENOVO,Gaming,16,Nvidia,Windows,2.5,62817.12,Yes,No,No,141.21199808219862,Intel Core i7,10,256
LENOVO,Notebook,8,Nvidia,No OS,2.2,35112.0528,No,No,No,141.21199808219862,Intel Core i7,10,0
ACER,Notebook,2,Intel,Others,2.19,10602.72,No,No,No,100.45466986113651,Intel Celeron,0,16
ASUS,Gaming,8,Nvidia,Windows,3.0,63243.36,No,No,No,127.33567457123111,Intel Core i7,10,0
HP,Notebook,8,Intel,Windows,2.54,26053.92,No,No,No,106.11306214269258,Intel Core i3,10,0
DELL,Notebook,8,Nvidia,Windows,2.0,97449.12,No,No,No,141.21199808219862,Intel Core i7,0,256
LENOVO,Notebook,8,Intel,Windows,2.05,39373.92,No,No,No,141.21199808219862,Intel Core i5,0,256
LENOVO,Gaming,8,Nvidia,Windows,3.2,69210.72,Yes,No,No,141.21199808219862,Intel Core i7,10,0
ACER,Notebook,8,Nvidia,Linux,2.5,52161.12,No,No,No,141.21199808219862,Intel Core i7,0,256
DELL,Workstation,16,Nvidia,Windows,3.42,153705.3408,No,No,No,127.33567457123111,Intel Core i7,0,256
LENOVO,Notebook,6,AMD,Windows,2.4,26586.72,No,No,No,141.21199808219862,AMD,10,0
ASUS,Ultrabook,16,Nvidia,Windows,1.63,78215.04,No,No,No,141.21199808219862,Intel Core i7,0,512
ASUS,Notebook,4,Intel,Windows,1.3,27119.52,No,No,No,111.93520355955211,Intel Core i3,0,128
ASUS,Gaming,16,Nvidia,Windows,2.9,113060.16,No,No,No,127.33567457123111,Intel Core i7,10,256
LENOVO,Notebook,6,Nvidia,Windows,2.8,34578.72,No,No,No,106.11306214269258,Intel Core i5,10,0
LENOVO,Notebook,8,Nvidia,No OS,2.2,29250.72,No,No,No,100.45466986113651,Intel Core i5,2000,0
ASUS,Gaming,8,Nvidia,Windows,2.5,67399.2,No,No,No,141.21199808219862,Intel Core i7,10,128
LENOVO,Notebook,4,Intel,No OS,2.2,19180.2672,No,No,No,100.45466986113651,Others,10,0
HP,2 in 1 Convertible,16,Intel,Windows,1.28,105228.0,No,Yes,No,165.6321180513006,Intel Core i7,0,256
TOSHIBA,Notebook,8,Nvidia,Windows,2.2,55571.04,Yes,No,No,141.21199808219862,Intel Core i7,0,256
LENOVO,Notebook,8,Nvidia,Windows,2.3,43636.32,No,No,No,141.21199808219862,Intel Core i5,10,128
HP,Notebook,4,Intel,Windows,1.86,24988.32,No,No,No,141.21199808219862,Intel Core i3,10,0
LENOVO,Notebook,8,Intel,Windows,1.1,53226.72,Yes,No,No,165.6321180513006,Intel Core i5,0,256
DELL,Ultrabook,16,Intel,Windows,1.21,133146.72,Yes,Yes,Yes,331.2642361026012,Intel Core i7,0,10
MSI,Gaming,16,Nvidia,Windows,2.8,111834.72,Yes,No,No,141.21199808219862,Intel Core i7,10,256
ACER,Notebook,8,AMD,Windows,2.23,24988.32,No,No,No,141.21199808219862,AMD,0,256
ASUS,2 in 1 Convertible,2,Intel,Windows,1.1,14652.0,No,Yes,No,135.0942111925629,Intel Celeron,0,0
DELL,Notebook,8,AMD,Windows,2.33,44968.32,No,No,No,141.21199808219862,Intel Core i5,10,128
HP,2 in 1 Convertible,16,Intel,Windows,1.29,130482.72,Yes,Yes,Yes,331.2642361026012,Intel Core i7,0,10
LENOVO,Notebook,4,Intel,Others,1.45,24503.472,No,No,No,117.82653006268643,Intel Celeron,0,0
HP,Notebook,8,Intel,Windows,1.95,52214.4,No,No,No,157.3505121487356,Intel Core i5,0,256
ACER,Notebook,4,Intel,Windows,1.4,25840.8,No,No,No,135.0942111925629,Others,0,0
HP,Notebook,8,Intel,Windows,1.48,68837.76,No,No,No,157.3505121487356,Intel Core i7,0,256
LENOVO,Notebook,4,Nvidia,Windows,2.79,31381.92,No,No,No,106.11306214269258,Intel Core i5,10,0
ASUS,Notebook,8,Intel,Windows,2.0,58288.32,No,No,No,157.3505121487356,Intel Core i7,0,256
HP,Notebook,8,Intel,Windows,2.1,48058.56,Yes,No,No,100.45466986113651,Intel Core i7,10,0
ACER,Notebook,8,AMD,Windows,2.2,35111.52,No,No,No,100.45466986113651,AMD,0,256
LENOVO,Notebook,4,Intel,Windows,1.44,15557.76,No,No,No,111.93520355955211,Intel Celeron,0,0
ACER,Notebook,6,Intel,Windows,2.23,29250.72,No,No,No,100.45466986113651,Intel Core i5,10,0
ASUS,Ultrabook,8,Nvidia,Windows,1.7,55938.672,No,No,No,141.21199808219862,Intel Core i7,0,256
HP,Ultrabook,8,Intel,Windows,1.26,71128.8,No,No,No,176.23257360658386,Intel Core i7,0,256
DELL,Notebook,32,Nvidia,Windows,2.06,140605.91999999998,No,Yes,Yes,282.42399616439724,Intel Core i7,0,10
MSI,Gaming,8,Nvidia,Windows,2.7,63882.72,No,No,No,127.33567457123111,Intel Core i7,10,256
TOSHIBA,Notebook,8,Intel,Windows,2.0,50243.04,Yes,No,No,141.21199808219862,Intel Core i5,0,256
ASUS,Notebook,8,Intel,Windows,2.0,71075.52,No,No,No,157.3505121487356,Intel Core i7,10,256
LENOVO,Notebook,4,Intel,Windows,1.85,23922.72,No,No,No,141.21199808219862,Intel Core i3,10,0
ASUS,Gaming,8,Nvidia,Windows,2.5,53226.72,No,No,No,141.21199808219862,Intel Core i7,0,256
HP,Notebook,8,Intel,Windows,1.48,67559.04,No,No,No,157.3505121487356,Intel Core i5,0,256
DELL,Ultrabook,8,Nvidia,Windows,1.9,55890.72,Yes,No,No,141.21199808219862,Intel Core i5,10,128
HP,Notebook,8,Intel,Windows,1.84,60952.32,No,No,No,141.21199808219862,Intel Core i5,0,256
ASUS,Notebook,4,Intel,Linux,2.0,14651.4672,No,No,No,100.45466986113651,Intel Celeron,10,0
DELL,Notebook,8,Nvidia,Windows,2.0,60885.72,No,No,No,141.21199808219862,Intel Core i5,0,256
DELL,Notebook,4,Intel,Linux,2.2,14646.672,No,No,No,100.45466986113651,Intel Celeron,500,0
LENOVO,Notebook,12,AMD,Windows,2.2,47898.72,No,No,No,141.21199808219862,AMD,2000,0
HP,Notebook,8,Nvidia,Windows,2.1,38148.48,Yes,No,No,141.21199808219862,Intel Core i3,10,0
LENOVO,2 in 1 Convertible,16,Intel,Windows,1.4,111834.72,Yes,Yes,Yes,316.96506044349616,Intel Core i7,0,512
DELL,Ultrabook,8,Intel,Windows,1.2,84129.12,No,No,No,165.6321180513006,Intel Core i7,0,256
LENOVO,Gaming,16,Nvidia,Windows,2.4,60153.12,Yes,No,No,141.21199808219862,Intel Core i7,2000,256
HP,Notebook,2,Intel,Windows,1.44,14865.12,No,No,No,111.93520355955211,Intel Celeron,0,0
DELL,Ultrabook,16,Intel,Windows,1.88,85672.1088,No,No,No,141.21199808219862,Intel Core i7,0,768
ASUS,2 in 1 Convertible,4,Intel,Windows,1.5,19980.0,No,Yes,No,135.0942111925629,Intel Celeron,0,0
DELL,Ultrabook,8,AMD,Windows,1.9,35324.64,No,No,No,141.21199808219862,Intel Core i5,10,0
DELL,Notebook,16,Nvidia,Windows,2.06,108020.9376,No,Yes,Yes,282.42399616439724,Intel Core i7,0,512
HP,Notebook,8,Intel,Windows,1.84,69477.12,No,No,No,141.21199808219862,Intel Core i7,0,256
MSI,Gaming,8,Nvidia,Windows,2.7,75071.52,No,No,No,127.33567457123111,Intel Core i7,10,128
HP,Workstation,8,Nvidia,Windows,2.6,92615.0256,No,No,No,141.21199808219862,Intel Core i7,0,256
TOSHIBA,Notebook,16,Nvidia,Windows,2.4,74751.84,Yes,No,No,141.21199808219862,Intel Core i7,0,512
DELL,Notebook,8,AMD,Windows,2.02,51729.55199999999,No,No,No,141.21199808219862,Intel Core i7,2000,128
LENOVO,Notebook,4,Intel,No OS,2.2,17155.627200000003,No,No,No,100.45466986113651,Intel Celeron,10,0
DELL,Gaming,8,Nvidia,Windows,2.65,53226.72,No,No,No,141.21199808219862,Intel Core i5,10,0
DELL,Notebook,8,Intel,Windows,2.36,29696.6736,No,Yes,No,100.45466986113651,Intel Core i5,2000,0
DELL,Notebook,8,Intel,Windows,1.36,76030.56,No,No,No,157.3505121487356,Intel Core i5,0,256
HP,Notebook,4,Intel,Windows,1.86,23389.92,No,No,No,100.45466986113651,Intel Core i3,500,0
ASUS,Notebook,8,Intel,Windows,2.0,50349.6,No,No,No,157.3505121487356,Intel Core i5,0,256
LENOVO,Notebook,6,Nvidia,Windows,2.8,38308.32,No,No,No,106.11306214269258,Intel Core i5,10,128
HP,Notebook,8,Intel,Windows,1.86,34045.92,No,No,No,141.21199808219862,Intel Core i5,10,0
LENOVO,Notebook,8,Nvidia,No OS,2.2,26586.72,No,No,No,100.45466986113651,Intel Core i3,0,256
HP,Notebook,8,Intel,Windows,2.04,20725.92,No,No,No,100.45466986113651,Others,2000,0
DELL,Notebook,8,AMD,Windows,2.8,57808.8,No,No,No,127.33567457123111,Intel Core i5,10,128
LENOVO,Gaming,8,Nvidia,No OS,2.4,43103.52,Yes,No,No,141.21199808219862,Intel Core i5,10,128
DELL,Notebook,8,AMD,Windows,2.33,47898.72,No,No,No,141.21199808219862,Intel Core i7,0,256
HP,Ultrabook,8,Intel,Windows,1.36,93240.0,Yes,No,No,157.3505121487356,Intel Core i7,0,256
ASUS,2 in 1 Convertible,12,Nvidia,Windows,2.26,58554.72,No,Yes,No,141.21199808219862,Intel Core i7,2000,512
ACER,Notebook,4,AMD,Windows,2.1,22697.28,No,No,No,100.45466986113651,AMD,0,128
ASUS,Gaming,16,AMD,Windows,3.25,117162.72,Yes,No,No,127.33567457123111,AMD,10,256
LENOVO,Notebook,4,AMD,Windows,2.6,26053.92,No,No,No,106.11306214269258,AMD,0,128
DELL,2 in 1 Convertible,8,Intel,Windows,1.62,46300.85279999999,No,Yes,No,165.6321180513006,Intel Core i7,0,256
HP,Notebook,4,AMD,Windows,1.91,26053.3872,No,No,No,141.21199808219862,AMD,0,256
LENOVO,Netbook,4,Intel,Windows,1.59,29463.84,Yes,No,No,135.0942111925629,Intel Celeron,0,128
DELL,Notebook,4,Intel,Windows,1.8,16463.52,No,No,No,100.45466986113651,Intel Celeron,500,0
ASUS,Notebook,4,Intel,Windows,1.5,15238.08,No,No,No,111.93520355955211,Intel Celeron,0,0
ACER,Notebook,8,Nvidia,Linux,2.4,45074.88,No,No,No,141.21199808219862,Intel Core i7,10,0
HP,Gaming,8,Nvidia,Windows,3.35,63456.48,Yes,No,No,127.33567457123111,Intel Core i7,10,128
LENOVO,Notebook,4,Intel,No OS,1.85,21498.48,No,No,No,141.21199808219862,Intel Core i3,0,128
ASUS,Gaming,8,Nvidia,Windows,2.3,88178.4,Yes,No,No,141.21199808219862,Intel Core i7,10,128
LENOVO,Notebook,8,Nvidia,Windows,1.5,58554.72,Yes,No,No,157.3505121487356,Intel Core i5,0,256
ASUS,Ultrabook,16,Intel,Windows,1.1,93181.392,No,Yes,No,165.6321180513006,Intel Core i7,0,512
LENOVO,Ultrabook,8,Intel,Windows,1.13,121584.96,Yes,No,No,209.8006828649808,Intel Core i7,0,512
LENOVO,Notebook,4,Intel,Windows,1.5,29250.72,Yes,No,No,165.6321180513006,Intel Core i3,0,128
DELL,Workstation,8,AMD,Windows,2.23,72940.31999999999,No,No,No,141.21199808219862,Intel Core i5,500,0
DELL,Workstation,8,Nvidia,Windows,2.0,113752.8,Yes,No,No,141.21199808219862,Intel Core i7,0,256
LENOVO,2 in 1 Convertible,16,Intel,Windows,1.42,133679.52,No,Yes,No,209.8006828649808,Intel Core i7,0,512
ASUS,Gaming,8,Nvidia,Windows,3.0,55357.92,No,No,No,127.33567457123111,Intel Core i7,10,0
ASUS,Gaming,16,Nvidia,Windows,3.0,84768.48,No,No,No,127.33567457123111,Intel Core i7,10,256
ACER,Notebook,12,Nvidia,Windows,2.2,36975.7872,Yes,No,No,100.45466986113651,Intel Core i5,10,0
MSI,Gaming,8,Nvidia,Windows,2.7,71874.72,No,No,No,127.33567457123111,Intel Core i7,0,256
DELL,Notebook,8,AMD,Linux,2.33,41498.1936,No,No,No,141.21199808219862,Intel Core i7,0,256
HP,Ultrabook,4,AMD,Windows,1.91,26586.72,No,No,No,141.21199808219862,AMD,0,256
LENOVO,Notebook,8,AMD,Windows,2.1,65510.9568,Yes,No,No,141.21199808219862,Intel Core i7,0,256
LENOVO,Notebook,8,Intel,Windows,1.9,49976.64,Yes,No,No,157.3505121487356,Intel Core i5,0,256
DELL,Workstation,8,Nvidia,Windows,1.78,144495.36,No,Yes,Yes,282.42399616439724,Intel Core i7,0,256
LENOVO,Ultrabook,16,Intel,Windows,1.13,139860.0,Yes,No,No,209.8006828649808,Intel Core i7,0,10
LENOVO,Notebook,4,Intel,Windows,2.2,16303.68,No,No,No,100.45466986113651,Intel Celeron,10,0
ASUS,Gaming,16,Nvidia,Windows,2.9,81465.12,No,No,No,127.33567457123111,Intel Core i7,10,256
LENOVO,Notebook,8,AMD,Windows,2.1,60978.96,Yes,No,No,141.21199808219862,Intel Core i5,10,256
ACER,Notebook,8,Nvidia,Linux,2.5,46833.12,No,No,No,141.21199808219862,Intel Core i7,0,256
MSI,Gaming,16,Nvidia,Windows,2.8,119826.72,No,No,No,127.33567457123111,Intel Core i7,10,256
ASUS,Ultrabook,8,Intel,Windows,1.1,99793.44,No,No,No,157.3505121487356,Intel Core i7,0,512
TOSHIBA,Ultrabook,16,Intel,Windows,1.2,93080.16,No,No,No,165.6321180513006,Intel Core i7,0,512
DELL,Ultrabook,8,Intel,Windows,1.36,89510.4,No,No,No,157.3505121487356,Intel Core i7,0,512
LENOVO,Notebook,4,Intel,Windows,2.2,21791.52,No,No,No,141.21199808219862,Intel Core i3,500,0
LENOVO,Notebook,2,Intel,Windows,1.15,16221.096,No,No,No,135.0942111925629,Intel Celeron,0,0
LENOVO,Workstation,8,Nvidia,Windows,2.67,102564.0,No,No,No,141.21199808219862,Intel Core i7,0,512
LENOVO,Ultrabook,8,Nvidia,Windows,1.7,103523.04,Yes,No,No,209.8006828649808,Intel Core i7,0,512
HP,Notebook,4,AMD,Windows,2.1,24988.32,No,No,No,141.21199808219862,Intel Core i3,10,0
ACER,2 in 1 Convertible,8,Intel,Windows,1.6,42038.4528,Yes,Yes,No,165.6321180513006,Intel Core i7,0,256
ASUS,2 in 1 Convertible,8,Intel,Windows,1.27,49443.84,Yes,Yes,No,165.6321180513006,Intel Core i5,0,256
DELL,Notebook,4,AMD,Linux,2.3,31909.392,No,No,No,141.21199808219862,Intel Core i5,0,256
DELL,Notebook,4,Intel,Windows,1.65,36709.92,No,No,No,117.82653006268643,Intel Core i3,0,128
HP,Ultrabook,8,Intel,Windows,1.43,79920.0,No,No,No,157.3505121487356,Intel Core i7,0,256
DELL,Notebook,8,Intel,Windows,2.14,28768.536,No,No,No,100.45466986113651,Intel Core i5,10,0
LENOVO,Ultrabook,8,AMD,Windows,1.75,64755.44640000001,Yes,No,No,157.3505121487356,Intel Core i7,0,256
LENOVO,2 in 1 Convertible,16,Nvidia,Windows,2.0,101178.72,Yes,Yes,Yes,282.42399616439724,Intel Core i7,0,512
CHUWI,Notebook,6,Intel,Windows,1.4,23922.72,Yes,No,No,267.3384360344031,Intel Celeron,0,0
HP,Notebook,8,Intel,Windows,2.31,76030.56,No,No,No,141.21199808219862,Intel Core i7,0,256
ASUS,Notebook,8,Nvidia,Linux,2.3,31808.16,No,No,No,141.21199808219862,Intel Core i3,10,0
DELL,Gaming,16,Nvidia,Windows,4.42,149130.72,Yes,No,No,169.78089942830815,Intel Core i7,10,256
DELL,Gaming,8,Nvidia,Windows,2.62,61751.52,Yes,No,No,141.21199808219862,Intel Core i7,10,128
DELL,Notebook,8,AMD,Windows,2.02,60867.072,No,No,No,141.21199808219862,Intel Core i7,2000,256
DELL,Ultrabook,8,Intel,Linux,1.6,58554.72,No,No,No,157.3505121487356,Intel Core i7,0,256
HP,Gaming,12,Nvidia,Windows,3.35,106506.72,No,No,No,127.33567457123111,Intel Core i7,10,256
MEDIACOM,2 in 1 Convertible,4,Intel,Windows,1.16,15930.72,Yes,Yes,No,189.90579052433606,Intel Celeron,0,32
SAMSUNG,Netbook,4,Intel,Others,1.15,14332.32,No,No,No,135.0942111925629,Intel Celeron,0,0
LENOVO,Notebook,8,Intel,Windows,1.4,53812.8,Yes,No,No,165.6321180513006,Intel Core i7,0,256
LENOVO,Notebook,4,Intel,Windows,1.7,31914.72,Yes,No,No,157.3505121487356,Intel Core i3,0,128
LENOVO,Workstation,16,Nvidia,Windows,2.3,130269.6,Yes,No,Yes,282.42399616439724,Intel Core i7,0,512
LENOVO,Notebook,16,Nvidia,Windows,2.5,130482.72,No,No,No,141.21199808219862,Intel Core i7,0,512
ASUS,Gaming,8,AMD,Windows,3.2,90309.6,No,No,No,127.33567457123111,AMD,10,256
HP,Notebook,4,Intel,Windows,2.1,18488.16,No,No,No,100.45466986113651,Intel Celeron,500,0
GOOGLE,Ultrabook,16,Intel,Others,1.1,117162.72,No,Yes,No,234.50740003017813,Intel Core i7,0,512
LENOVO,Ultrabook,24,Intel,Windows,1.32,126912.96,No,No,No,209.8006828649808,Intel Core i7,0,512
ASUS,Notebook,4,Intel,Linux,2.0,29783.52,No,No,No,141.21199808219862,Intel Core i5,0,256
LENOVO,Notebook,8,AMD,Windows,2.8,27652.32,No,No,No,106.11306214269258,AMD,10,0
DELL,Notebook,4,AMD,Windows,2.2,39906.72,No,No,No,141.21199808219862,Intel Core i5,0,256
LENOVO,Ultrabook,8,Intel,Windows,1.36,76137.12,Yes,No,No,176.23257360658386,Intel Core i5,0,256
LENOVO,Notebook,4,Intel,Windows,2.2,18594.72,No,No,No,141.21199808219862,Others,0,128
HP,Gaming,8,Nvidia,Windows,2.2,58554.72,Yes,No,No,141.21199808219862,Intel Core i7,10,128
DELL,Notebook,8,Nvidia,Windows,1.64,62817.12,No,No,No,157.3505121487356,Intel Core i5,0,256
ACER,Notebook,4,Intel,Linux,2.4,23539.104,No,No,No,100.45466986113651,Intel Core i5,500,0
DELL,Workstation,8,Nvidia,Windows,2.23,106187.04,No,No,No,141.21199808219862,Others,10,0
MSI,Gaming,8,Nvidia,Windows,2.2,54757.9872,No,No,No,141.21199808219862,Intel Core i5,0,256
MICROSOFT,Ultrabook,16,Intel,Windows,1.25,137941.91999999998,No,Yes,No,200.84255993695703,Intel Core i7,0,512
HP,Notebook,8,Intel,Windows,1.91,31381.92,No,No,No,100.45466986113651,Intel Core i5,0,128
DELL,Workstation,16,Nvidia,Windows,2.17,105228.0,Yes,No,No,141.21199808219862,Intel Core i7,0,256
HP,Workstation,8,Intel,Windows,2.31,81731.52,Yes,No,No,141.21199808219862,Intel Core i7,0,512
LENOVO,Notebook,8,Intel,Windows,1.65,71661.59999999999,No,No,No,157.3505121487356,Intel Core i5,0,256
DELL,Notebook,8,AMD,Windows,2.36,52161.12,No,No,No,141.21199808219862,Intel Core i7,10,128
DELL,2 in 1 Convertible,4,Intel,Windows,1.47,25521.12,No,Yes,No,135.0942111925629,Others,500,0
DELL,Notebook,8,Nvidia,Windows,4.42,109010.88,Yes,No,No,127.33567457123111,Intel Core i7,10,0
MICROSOFT,Ultrabook,4,Intel,Windows,1.252,52693.92,No,Yes,No,200.84255993695703,Others,0,128
MICROSOFT,Ultrabook,8,Intel,Windows,1.25,95850.72,No,Yes,No,200.84255993695703,Intel Core i7,0,256
HP,Notebook,8,Intel,Windows,2.5,34093.872,No,No,No,106.11306214269258,Intel Core i3,0,256
ACER,Notebook,4,Nvidia,Windows,2.23,28984.32,No,No,No,141.21199808219862,Intel Core i3,10,0
ACER,Netbook,4,Intel,Windows,1.4,23176.8,No,No,No,135.0942111925629,Intel Celeron,0,128
ASUS,Notebook,8,Intel,Windows,2.37,39906.72,No,No,No,141.21199808219862,Intel Core i5,10,0
LENOVO,Notebook,8,AMD,No OS,1.5,42570.72,Yes,No,No,157.3505121487356,Intel Core i7,0,512
LENOVO,Notebook,8,Nvidia,Windows,2.67,111355.2,No,No,No,141.21199808219862,Intel Core i7,0,256
ASUS,Notebook,4,Intel,Windows,2.0,16197.12,No,No,No,100.45466986113651,Others,500,0
ACER,Notebook,4,Nvidia,Windows,2.2,24988.32,No,No,No,100.45466986113651,Intel Core i3,500,0
DELL,Notebook,8,AMD,Windows,2.02,40439.52,No,No,No,141.21199808219862,Intel Core i5,2000,0
HP,Gaming,12,Nvidia,Windows,3.78,90522.72,Yes,No,No,127.33567457123111,Intel Core i7,10,0
LENOVO,Ultrabook,12,Intel,Windows,1.4,98994.24,Yes,No,No,209.8006828649808,Intel Core i7,0,256
HP,2 in 1 Convertible,8,Intel,Windows,1.29,106506.72,Yes,Yes,Yes,331.2642361026012,Intel Core i7,0,512
HP,Notebook,8,AMD,Windows,1.9,61485.12,No,No,No,141.21199808219862,Intel Core i5,500,0
GOOGLE,Ultrabook,8,Intel,Others,1.1,67932.0,No,Yes,No,234.50740003017813,Intel Core i5,0,128
DELL,Ultrabook,8,Intel,Windows,1.42,98133.768,No,Yes,No,165.6321180513006,Intel Core i5,0,256
ASUS,Notebook,12,Intel,Windows,2.06,69210.72,Yes,No,Yes,282.42399616439724,Intel Core i7,10,128
DELL,Notebook,8,Intel,Windows,1.79,39427.2,No,No,No,111.93520355955211,Intel Core i3,0,128
DELL,Workstation,8,Nvidia,Windows,1.78,128298.24,No,No,No,141.21199808219862,Intel Core i7,0,256
LENOVO,Notebook,8,Intel,Windows,1.7,72673.92,No,No,No,157.3505121487356,Intel Core i5,0,1
DELL,Notebook,8,AMD,Windows,2.2,35964.0,No,No,No,141.21199808219862,Intel Core i5,10,0
TOSHIBA,Notebook,8,Intel,Windows,1.05,89084.16,Yes,No,No,165.6321180513006,Intel Core i5,0,256
DELL,Notebook,8,Nvidia,Windows,2.16,67239.36,Yes,No,No,141.21199808219862,Intel Core i7,0,512
DELL,Notebook,4,Intel,Windows,2.18,31254.048,No,No,No,100.45466986113651,Intel Core i3,10,0
HP,Notebook,4,Intel,Windows,1.49,38681.28,Yes,No,No,165.6321180513006,Intel Core i5,0,128
CHUWI,Notebook,4,Intel,Windows,1.89,13261.392000000002,No,No,No,141.21199808219862,Others,0,0
LENOVO,Notebook,4,Intel,Windows,2.3,30103.2,No,No,No,100.45466986113651,Intel Core i3,0,128
LENOVO,Notebook,8,Intel,Windows,1.75,55890.72,Yes,No,No,157.3505121487356,Intel Core i5,0,256
DELL,Workstation,16,Nvidia,Windows,2.17,124568.64,Yes,No,No,141.21199808219862,Intel Core i7,0,512
DELL,Notebook,16,Nvidia,Windows,2.06,101178.72,No,No,No,141.21199808219862,Intel Core i7,0,512
LENOVO,Ultrabook,16,Intel,Windows,1.36,95797.44,Yes,No,No,176.23257360658386,Intel Core i7,0,512
